dataset,dataset_display,model,seed,class_label,num_classes,class_size,n_members,n_nonmembers,tpr_at_1pct_fpr
us_stocks_financial,us_stocks_financial,rf,1,1,2,2257,1128,1129,0.02925531914893617
us_stocks_financial,us_stocks_financial,rf,2,0,2,1030,515,515,0.16310679611650486
us_stocks_financial,us_stocks_financial,rf,2,1,2,2264,1132,1132,0.08480565371024736
us_stocks_financial,us_stocks_financial,rf,3,0,2,1042,521,521,0.028790786948176585
us_stocks_financial,us_stocks_financial,rf,3,1,2,2252,1126,1126,0.022202486678507993
us_stocks_financial,us_stocks_financial,rf,4,0,2,1004,502,502,0.00398406374501992
us_stocks_financial,us_stocks_financial,rf,4,1,2,2290,1145,1145,0.029694323144104803
us_stocks_financial,us_stocks_financial,rf,5,0,2,1003,502,501,0.029880478087649404
us_stocks_financial,us_stocks_financial,rf,5,1,2,2291,1145,1146,0.02794759825327511
us_stocks_financial,us_stocks_financial,tabdpt,1,0,2,1037,519,518,0.06358381502890173
us_stocks_financial,us_stocks_financial,tabdpt,1,1,2,2257,1128,1129,0.023936170212765957
us_stocks_financial,us_stocks_financial,tabdpt,2,0,2,1030,515,515,0.06990291262135923
us_stocks_financial,us_stocks_financial,tabdpt,2,1,2,2264,1132,1132,0.044169611307420496
us_stocks_financial,us_stocks_financial,tabdpt,3,0,2,1042,521,521,0.07677543186180422
us_stocks_financial,us_stocks_financial,tabdpt,3,1,2,2252,1126,1126,0.037300177619893425
us_stocks_financial,us_stocks_financial,tabdpt,4,0,2,1004,502,502,0.06374501992031872
us_stocks_financial,us_stocks_financial,tabdpt,4,1,2,2290,1145,1145,0.04192139737991266
us_stocks_financial,us_stocks_financial,tabdpt,5,0,2,1003,502,501,0.05776892430278884
us_stocks_financial,us_stocks_financial,tabdpt,5,1,2,2291,1145,1146,0.03318777292576419
us_stocks_financial,us_stocks_financial,tabicl,1,0,2,1037,519,518,0.005780346820809248
us_stocks_financial,us_stocks_financial,tabicl,1,1,2,2257,1128,1129,0.07535460992907801
us_stocks_financial,us_stocks_financial,tabicl,2,0,2,1030,515,515,0.019417475728155338
us_stocks_financial,us_stocks_financial,tabicl,2,1,2,2264,1132,1132,0.4469964664310954
us_stocks_financial,us_stocks_financial,tabicl,3,0,2,1042,521,521,0.16314779270633398
us_stocks_financial,us_stocks_financial,tabicl,3,1,2,2252,1126,1126,0.028419182948490232
us_stocks_financial,us_stocks_financial,tabicl,4,0,2,1004,502,502,0.045816733067729085
us_stocks_financial,us_stocks_financial,tabicl,4,1,2,2290,1145,1145,0.01921397379912664
us_stocks_financial,us_stocks_financial,tabicl,5,0,2,1003,502,501,0.03386454183266932
us_stocks_financial,us_stocks_financial,tabicl,5,1,2,2291,1145,1146,0.02096069868995633
us_stocks_financial,us_stocks_financial,tabnet,1,0,2,1037,519,518,0.011560693641618497
us_stocks_financial,us_stocks_financial,tabnet,1,1,2,2257,1128,1129,0.0008865248226950354
us_stocks_financial,us_stocks_financial,tabnet,2,0,2,1030,515,515,0.02912621359223301
us_stocks_financial,us_stocks_financial,tabnet,2,1,2,2264,1132,1132,0.01060070671378092
us_stocks_financial,us_stocks_financial,tabnet,3,0,2,1042,521,521,0.02111324376199616
us_stocks_financial,us_stocks_financial,tabnet,3,1,2,2252,1126,1126,0.013321492007104795
us_stocks_financial,us_stocks_financial,tabnet,4,0,2,1004,502,502,0.00199203187250996
us_stocks_financial,us_stocks_financial,tabnet,4,1,2,2290,1145,1145,0.0017467248908296944
us_stocks_financial,us_stocks_financial,tabnet,5,0,2,1003,502,501,0.025896414342629483
us_stocks_financial,us_stocks_financial,tabnet,5,1,2,2291,1145,1146,0.0026200873362445414
us_stocks_financial,us_stocks_financial,tabpfn,1,0,2,1037,519,518,0.019267822736030827
us_stocks_financial,us_stocks_financial,tabpfn,1,1,2,2257,1128,1129,0.034574468085106384
us_stocks_financial,us_stocks_financial,tabpfn,2,0,2,1030,515,515,0.007766990291262136
us_stocks_financial,us_stocks_financial,tabpfn,2,1,2,2264,1132,1132,0.038869257950530034
us_stocks_financial,us_stocks_financial,tabpfn,3,0,2,1042,521,521,0.030710172744721688
us_stocks_financial,us_stocks_financial,tabpfn,3,1,2,2252,1126,1126,0.023090586145648313
us_stocks_financial,us_stocks_financial,tabpfn,4,0,2,1004,502,502,0.029880478087649404
us_stocks_financial,us_stocks_financial,tabpfn,4,1,2,2290,1145,1145,0.017467248908296942
us_stocks_financial,us_stocks_financial,tabpfn,5,0,2,1003,502,501,0.021912350597609563
us_stocks_financial,us_stocks_financial,tabpfn,5,1,2,2291,1145,1146,0.017467248908296942
